,location,total_sqft,bath,price,bhk
6911,Thubarahalli,1200.0,2.0,79.55,2.0
6913,Thubarahalli,2625.0,3.0,175.0,3.0
6914,Thubarahalli,975.0,2.0,50.0,2.0
6916,Thubarahalli,1584.0,3.0,101.0,3.0
6917,Thyagaraja Nagar,800.0,1.0,100.0,1.0
6918,Thyagaraja Nagar,2000.0,4.0,145.0,5.0
6919,Thyagaraja Nagar,1270.0,2.0,95.25,3.0
6920,Thyagaraja Nagar,1040.0,2.0,68.0,2.0
6921,Tindlu,1500.0,2.0,87.0,3.0
6922,Tindlu,7500.0,7.0,400.0,7.0
6923,Tindlu,1357.0,2.0,65.0,3.0
6924,Tindlu,1500.0,3.0,87.0,3.0
6925,Tindlu,1370.07,3.0,65.0,3.0
6926,Tindlu,1165.0,2.0,59.8,2.0
6927,Tindlu,1050.0,2.0,55.0,2.0
6928,Tindlu,1100.0,2.0,55.0,2.0
6929,Tumkur Road,1500.0,3.0,95.0,3.0
6930,Tumkur Road,1779.0,3.0,112.0,3.0
6931,Tumkur Road,1586.0,3.0,100.0,3.0
6932,Tumkur Road,1098.0,2.0,72.0,2.0
6933,Tumkur Road,1354.0,3.0,90.0,3.0
6934,Tumkur Road,1240.0,2.0,84.0,3.0
6935,Tumkur Road,1239.0,2.0,82.0,2.0
6936,Tumkur Road,1246.0,2.0,82.0,2.0
6937,Tumkur Road,1500.0,3.0,100.0,3.0
6939,Tumkur Road,1416.0,3.0,94.0,3.0
6940,Tumkur Road,1027.0,2.0,60.0,2.0
6941,Tumkur Road,1027.0,2.0,68.62,2.0
6942,Tumkur Road,1459.0,2.0,95.0,3.0
6943,Tumkur Road,992.0,2.0,60.0,2.0
6944,Tumkur Road,1066.0,2.0,52.5,2.0
6945,Tumkur Road,1240.0,2.0,79.0,3.0
6946,Tumkur Road,1441.0,2.0,95.0,3.0
6947,Tumkur Road,1240.0,2.0,83.0,3.0
6948,Tumkur Road,1027.0,2.0,67.0,2.0
6950,Tumkur Road,1354.0,3.0,85.86,3.0
6951,Ulsoor,2135.0,3.0,215.0,3.0
6952,Ulsoor,1275.0,2.0,120.0,2.0
6953,Ulsoor,1020.0,3.0,110.0,3.0
6954,Ulsoor,1200.0,2.0,60.0,2.0
6955,Ulsoor,1180.0,2.0,100.0,2.0
6956,Ulsoor,1340.0,3.0,90.0,3.0
6957,Ulsoor,1500.0,2.0,125.0,3.0
6958,Ulsoor,2000.0,3.0,185.0,3.0
6959,Ulsoor,1255.0,2.0,120.0,2.0
6960,Ulsoor,1685.0,4.0,185.0,3.0
6962,Ulsoor,2135.0,3.0,170.0,3.0
6963,Ulsoor,1160.0,2.0,130.0,2.0
6964,Uttarahalli,1440.0,2.0,62.0,3.0
6965,Uttarahalli,1143.0,2.0,45.0,2.0
6966,Uttarahalli,1020.0,2.0,45.0,2.0
6967,Uttarahalli,1286.0,2.0,63.0,2.0
6968,Uttarahalli,1101.0,2.0,45.0,2.0
6969,Uttarahalli,1345.0,2.0,67.0,2.0
6972,Uttarahalli,1175.0,2.0,47.0,2.0
6973,Uttarahalli,1390.0,2.0,62.55,3.0
6974,Uttarahalli,1330.0,2.0,56.0,3.0
6975,Uttarahalli,1008.0,2.0,45.0,2.0
6976,Uttarahalli,1390.0,2.0,60.47,3.0
6977,Uttarahalli,1617.0,3.0,66.68,3.0
6978,Uttarahalli,1150.0,2.0,49.0,2.0
6979,Uttarahalli,1330.0,2.0,56.0,3.0
6980,Uttarahalli,1200.0,2.0,44.0,2.0
6983,Uttarahalli,882.0,2.0,30.0,2.0
6984,Uttarahalli,993.0,2.0,39.71,2.0
6985,Uttarahalli,1045.0,2.0,45.0,2.0
6986,Uttarahalli,850.0,2.0,37.93,2.0
6988,Uttarahalli,3600.0,6.0,120.0,6.0
6989,Uttarahalli,1788.0,3.0,98.34,3.0
6990,Uttarahalli,1345.0,2.0,57.0,3.0
6991,Uttarahalli,1089.0,2.0,43.55,2.0
6993,Uttarahalli,1279.0,2.0,48.0,2.0
6995,Uttarahalli,1425.0,2.0,64.0,3.0
6996,Uttarahalli,1155.0,2.0,40.42,2.0
6997,Uttarahalli,1050.0,2.0,42.0,2.0
6998,Uttarahalli,1300.0,2.0,55.0,3.0
6999,Uttarahalli,1250.0,2.0,55.0,3.0
7000,Uttarahalli,1700.0,3.0,88.0,3.0
7001,Uttarahalli,1200.0,3.0,50.0,3.0
7002,Uttarahalli,1085.0,2.0,43.0,2.0
7004,Uttarahalli,1175.0,2.0,47.0,2.0
7005,Uttarahalli,1689.28,3.0,91.2,3.0
7006,Uttarahalli,1175.0,2.0,47.0,2.0
7007,Uttarahalli,1137.0,2.0,63.0,2.0
7008,Uttarahalli,1215.0,2.0,52.85,3.0
7010,Uttarahalli,1325.0,2.0,53.0,2.0
7011,Uttarahalli,1300.0,2.0,60.0,3.0
7012,Uttarahalli,850.0,2.0,35.0,2.0
7013,Uttarahalli,1627.86,3.0,88.0,3.0
7015,Uttarahalli,1360.0,2.0,61.2,3.0
7016,Uttarahalli,661.0,1.0,36.0,1.0
7017,Uttarahalli,1134.0,2.0,45.36,2.0
7019,Uttarahalli,1320.0,2.0,55.44,3.0
7020,Uttarahalli,1390.0,2.0,61.16,3.0
7021,Uttarahalli,1090.0,2.0,45.0,2.0
7022,Uttarahalli,1050.0,2.0,42.0,2.0
7023,Uttarahalli,1123.0,2.0,48.0,2.0
7024,Uttarahalli,1329.0,2.0,56.0,3.0
7025,Uttarahalli,938.0,2.0,35.0,2.0
7028,Uttarahalli,1100.0,1.0,45.0,2.0
7029,Uttarahalli,1125.0,2.0,47.0,2.0
7031,Uttarahalli,1685.0,3.0,85.0,3.0
7032,Uttarahalli,1390.0,2.0,62.55,3.0
7034,Uttarahalli,1180.0,2.0,41.3,2.0
7035,Uttarahalli,1380.0,2.0,42.0,2.0
7036,Uttarahalli,1737.0,2.0,95.0,3.0
7038,Uttarahalli,1160.0,2.0,45.0,2.0
7039,Uttarahalli,1280.0,2.0,60.0,3.0
7041,Uttarahalli,1190.0,2.0,53.55,2.0
7042,Uttarahalli,1330.0,2.0,57.0,3.0
7043,Uttarahalli,1560.0,3.0,74.0,3.0
7045,Uttarahalli,1125.0,2.0,48.0,2.0
7046,Uttarahalli,1320.0,2.0,55.44,3.0
7048,Uttarahalli,1160.0,2.0,40.6,2.0
7050,Uttarahalli,1065.0,2.0,42.59,2.0
7051,Uttarahalli,1075.0,2.0,46.76,2.0
7052,Uttarahalli,1155.0,2.0,40.6,2.0
7055,Uttarahalli,1215.0,2.0,52.85,3.0
7057,Uttarahalli,1180.0,2.0,41.3,2.0
7060,Uttarahalli,1002.0,2.0,40.08,2.0
7061,Uttarahalli,1002.0,2.0,40.08,2.0
7062,Uttarahalli,1075.0,2.0,40.0,2.0
7064,Uttarahalli,1155.0,2.0,40.43,2.0
7066,Uttarahalli,1025.0,2.0,35.88,2.0
7067,Uttarahalli,1125.0,2.0,47.65,2.0
7068,Uttarahalli,1300.0,2.0,55.0,2.0
7069,Uttarahalli,1025.0,2.0,35.88,2.0
7070,Uttarahalli,980.0,2.0,45.0,2.0
7071,Uttarahalli,1125.0,2.0,47.0,2.0
7076,Uttarahalli,1175.0,2.0,47.0,2.0
7079,Uttarahalli,1525.0,2.0,62.82,3.0
7080,Uttarahalli,1265.0,2.0,65.0,3.0
7083,Uttarahalli,1213.0,2.0,48.0,2.0
7085,Uttarahalli,900.0,2.0,35.0,2.0
7086,Uttarahalli,1065.0,2.0,42.6,2.0
7089,Uttarahalli,1125.0,2.0,47.0,2.0
7090,Uttarahalli,1270.0,2.0,55.25,3.0
7091,Uttarahalli,1270.0,2.0,55.25,3.0
7092,Uttarahalli,1107.0,2.0,45.0,2.0
7093,Uttarahalli,1200.0,2.0,55.0,2.0
7095,Uttarahalli,1460.0,3.0,76.0,3.0
7096,Uttarahalli,1500.0,3.0,68.0,3.0
7097,Uttarahalli,1120.0,2.0,50.0,2.0
7098,Uttarahalli,1150.0,2.0,46.0,2.0
7099,Uttarahalli,1330.0,2.0,58.0,3.0
7101,Uttarahalli,1050.0,2.0,42.0,2.0
7102,Uttarahalli,1125.0,2.0,48.0,2.0
7104,Uttarahalli,1345.0,2.0,57.0,3.0
7105,Uttarahalli,1345.0,2.0,57.0,3.0
7107,Uttarahalli,1000.0,2.0,52.0,2.0
7108,Uttarahalli,1037.0,2.0,36.0,2.0
7110,Uttarahalli,1000.0,2.0,39.5,2.0
7111,Uttarahalli,1125.0,1.0,45.0,2.0
7113,Uttarahalli,1160.0,2.0,40.58,2.0
7114,Uttarahalli,1123.0,2.0,60.0,2.0
7116,Uttarahalli,1000.0,2.0,35.0,2.0
7117,Uttarahalli,1330.0,2.0,57.0,3.0
7118,Uttarahalli,1125.0,2.0,47.0,2.0
7119,Uttarahalli,1165.0,1.0,42.09,2.0
7120,Uttarahalli,1260.0,2.0,55.0,2.0
7121,Uttarahalli,1284.0,2.0,53.36,2.0
7122,Uttarahalli,1150.0,2.0,45.99,2.0
7124,Uttarahalli,1290.0,2.0,56.12,3.0
7125,Uttarahalli,1328.0,2.0,56.0,3.0
7126,Uttarahalli,1040.0,2.0,36.4,2.0
7127,Uttarahalli,1290.0,2.0,56.12,3.0
7129,Uttarahalli,1075.0,2.0,46.76,2.0
7130,Uttarahalli,1345.0,2.0,57.0,3.0
7131,Varthur,1160.0,2.0,44.0,2.0
7132,Varthur,1385.0,2.0,80.0,2.0
7134,Varthur,1024.0,2.0,42.0,2.0
7135,Varthur,1125.0,2.0,40.0,2.0
7136,Varthur,1112.0,2.0,40.0,2.0
7137,Varthur,1055.0,2.0,45.35,2.0
7138,Varthur,1280.0,2.0,65.0,2.0
7139,Varthur,977.0,2.0,36.0,2.0
7140,Varthur,1250.0,3.0,71.0,3.0
7141,Varthur,1200.0,3.0,67.75,3.0
7142,Varthur,1111.0,2.0,41.88,2.0
7143,Varthur,1140.0,2.0,55.5,2.0
7144,Varthur,1012.0,2.0,59.0,2.0
7145,Varthur,1140.0,2.0,39.9,2.0
7146,Varthur,1090.0,2.0,48.0,2.0
7147,Varthur,1450.0,3.0,71.0,3.0
7148,Varthur,1210.0,2.0,60.0,2.0
7149,Varthur,1070.0,2.0,46.0,2.0
7150,Varthur,1360.0,2.0,85.0,3.0
7151,Varthur,965.0,2.0,34.0,2.0
7152,Varthur,1120.0,2.0,44.24,2.0
7153,Varthur,1395.0,2.0,79.0,3.0
7154,Varthur,1085.0,2.0,45.0,2.0
7155,Varthur,1250.0,2.0,47.0,2.0
7156,Varthur,1200.0,3.0,68.38,3.0
7158,Varthur,1155.0,2.0,60.0,2.0
7159,Varthur,1035.0,2.0,60.0,2.0
7160,Varthur,1155.0,2.0,39.0,2.0
7161,Varthur,1180.0,2.0,55.0,2.0
7163,Varthur,1738.0,2.0,57.35,2.0
7164,Varthur,1045.0,2.0,40.65,2.0
7165,Varthur,1155.0,2.0,39.0,2.0
7167,Varthur,1210.0,2.0,64.15,2.0
7169,Varthur,1105.0,2.0,38.0,2.0
7170,Varthur,1560.0,3.0,90.0,3.0
7171,Varthur,1760.0,2.0,85.0,2.0
7172,Varthur,1210.0,2.0,54.0,2.0
7173,Varthur,1112.0,2.0,40.0,2.0
7175,Varthur,1000.0,1.0,65.0,2.0
7177,Varthur Road,900.0,2.0,27.0,2.0
7178,Varthur Road,1277.0,2.0,59.0,2.0
7179,Varthur Road,1247.0,2.0,58.0,3.0
7180,Varthur Road,1050.0,2.0,42.7,2.0
7181,Varthur Road,1255.0,2.0,52.76,2.0
7183,Varthur Road,1033.0,2.0,32.0,2.0
7184,Varthur Road,1140.0,2.0,49.11,2.0
7185,Varthur Road,850.0,2.0,25.4,2.0
7186,Vasanthapura,1022.0,2.0,40.0,2.0
7187,Vasanthapura,1135.0,2.0,39.73,2.0
7188,Vasanthapura,995.0,2.0,34.82,2.0
7189,Vasanthapura,995.0,2.0,34.82,2.0
7190,Vasanthapura,1037.0,2.0,36.28,2.0
7191,Vasanthapura,978.0,2.0,34.22,2.0
7192,Vasanthapura,1037.0,2.0,36.28,2.0
7193,Vidyaranyapura,1440.0,2.0,95.0,2.0
7194,Vidyaranyapura,1062.0,2.0,38.0,2.0
7195,Vidyaranyapura,1200.0,2.0,55.0,2.0
7196,Vidyaranyapura,1200.0,4.0,90.0,4.0
7198,Vidyaranyapura,1060.0,2.0,55.0,2.0
7199,Vidyaranyapura,1100.0,2.0,54.0,2.0
7200,Vidyaranyapura,1440.0,2.0,70.0,3.0
7201,Vidyaranyapura,1100.0,2.0,54.0,2.0
7202,Vidyaranyapura,1000.0,2.0,35.0,2.0
7204,Vidyaranyapura,1120.0,2.0,70.0,2.0
7205,Vidyaranyapura,945.0,2.0,40.0,2.0
7206,Vidyaranyapura,1100.0,2.0,54.0,2.0
7207,Vidyaranyapura,1200.0,2.0,65.0,3.0
7208,Vidyaranyapura,1200.0,2.0,52.0,2.0
7209,Vidyaranyapura,1050.0,2.0,50.0,2.0
7210,Vidyaranyapura,1188.0,2.0,50.0,2.0
7211,Vidyaranyapura,1100.0,2.0,75.0,3.0
7212,Vidyaranyapura,1100.0,2.0,72.0,3.0
7213,Vidyaranyapura,2400.0,5.0,135.0,4.0
7214,Vidyaranyapura,1100.0,2.0,41.0,2.0
7215,Vidyaranyapura,1200.0,2.0,60.5,2.0
7216,Vidyaranyapura,1200.0,2.0,42.0,2.0
7217,Vijayanagar,1704.0,3.0,110.0,3.0
7218,Vijayanagar,1933.0,3.0,129.0,3.0
7220,Vijayanagar,1450.0,3.0,100.0,3.0
7221,Vijayanagar,1580.0,2.0,134.0,3.0
7222,Vijayanagar,1826.0,3.0,121.0,3.0
7223,Vijayanagar,1739.0,3.0,116.0,3.0
7224,Vijayanagar,1490.0,3.0,100.0,3.0
7225,Vijayanagar,1180.0,2.0,65.0,2.0
7226,Vijayanagar,606.0,1.0,34.78,1.0
7227,Vijayanagar,1352.0,2.0,68.0,2.0
7228,Vijayanagar,1527.0,3.0,115.0,3.0
7229,Vijayanagar,989.0,2.0,60.0,2.0
7230,Vijayanagar,1520.0,2.0,103.0,3.0
7231,Vijayanagar,1749.0,3.0,117.0,3.0
7232,Vijayanagar,1046.0,2.0,75.0,2.0
7233,Vijayanagar,606.0,1.0,40.0,1.0
7234,Vijayanagar,1200.0,2.0,62.0,2.0
7237,Vijayanagar,1760.0,3.0,140.0,3.0
7238,Vijayanagar,2047.0,3.0,136.0,3.0
7239,Vijayanagar,1200.0,2.0,75.0,3.0
7240,Vijayanagar,1178.0,2.0,82.0,2.0
7241,Vijayanagar,864.0,2.0,45.0,2.0
7242,Vijayanagar,2100.0,6.0,252.0,4.0
7243,Vijayanagar,920.0,2.0,60.0,2.0
7244,Vijayanagar,1019.0,2.0,58.0,2.0
7245,Vijayanagar,2400.0,6.0,125.0,5.0
7246,Vijayanagar,1180.0,2.0,86.0,2.0
7247,Vijayanagar,1046.0,2.0,49.06,2.0
7248,Vijayanagar,2400.0,2.0,230.0,1.0
7249,Vijayanagar,492.0,1.0,40.0,1.0
7251,Vishveshwarya Layout,750.0,1.0,30.0,1.0
7252,Vishveshwarya Layout,2000.0,4.0,75.0,4.0
7253,Vishveshwarya Layout,2100.0,6.0,92.0,6.0
7254,Vishveshwarya Layout,2000.0,3.0,90.0,4.0
7255,Vishwapriya Layout,820.0,2.0,30.0,2.0
7256,Vishwapriya Layout,770.0,2.0,30.0,2.0
7257,Vishwapriya Layout,910.0,2.0,36.0,2.0
7258,Vishwapriya Layout,890.0,2.0,37.0,2.0
7259,Vittasandra,1404.0,2.0,71.0,2.0
7260,Vittasandra,1246.0,2.0,67.0,2.0
7261,Vittasandra,1404.0,2.0,69.3,2.0
7262,Vittasandra,1246.0,2.0,67.3,2.0
7263,Vittasandra,1246.0,2.0,64.5,2.0
7264,Vittasandra,1246.0,2.0,64.5,2.0
7265,Vittasandra,1246.0,2.0,68.0,2.0
7267,Vittasandra,1238.0,2.0,67.0,2.0
7268,Vittasandra,1404.0,2.0,75.0,2.0
7269,Vittasandra,1246.0,2.0,65.0,2.0
7270,Vittasandra,1238.0,2.0,67.0,2.0
7271,Vittasandra,1246.0,2.0,67.4,2.0
7272,Vittasandra,1259.0,2.0,67.4,2.0
7273,Vittasandra,1404.0,2.0,68.8,2.0
7274,Vittasandra,1246.0,2.0,62.3,2.0
7275,Vittasandra,1246.0,2.0,63.0,2.0
7276,Vittasandra,1246.0,2.0,67.4,2.0
7277,Vittasandra,1246.0,2.0,65.4,2.0
7279,Vittasandra,1238.0,2.0,67.32,2.0
7280,Vittasandra,1246.0,2.0,67.4,2.0
7282,Vittasandra,1246.0,2.0,67.3,2.0
7283,Vittasandra,1404.0,2.0,70.0,2.0
7284,Vittasandra,1259.0,2.0,67.48,2.0
7285,Vittasandra,1404.0,2.0,75.0,2.0
7287,Vittasandra,1246.0,2.0,67.0,2.0
7290,Vittasandra,1404.0,2.0,72.0,2.0
7291,Vittasandra,1246.0,2.0,67.5,2.0
7292,Vittasandra,1246.0,2.0,67.5,2.0
7293,Vittasandra,1404.0,2.0,70.0,2.0
7294,Vittasandra,1246.0,2.0,65.0,2.0
7295,Vittasandra,1246.0,2.0,67.4,2.0
7299,Whitefield,1610.0,3.0,81.0,3.0
7300,Whitefield,1459.0,2.0,94.82,2.0
7305,Whitefield,1280.0,2.0,75.0,2.0
7307,Whitefield,1910.0,3.0,161.0,3.0
7308,Whitefield,3252.0,4.0,230.0,4.0
7309,Whitefield,11890.0,4.0,700.0,4.0
7312,Whitefield,1150.0,2.0,70.0,2.0
7313,Whitefield,1768.0,3.0,101.0,3.0
7315,Whitefield,4144.0,4.0,315.0,4.0
7316,Whitefield,4104.0,4.0,360.0,4.0
7317,Whitefield,1790.0,3.0,100.0,3.0
7318,Whitefield,1720.0,3.0,100.0,3.0
7320,Whitefield,1640.0,4.0,91.0,3.0
7323,Whitefield,2280.0,4.0,126.0,3.0
7327,Whitefield,1897.0,3.0,130.0,3.0
7328,Whitefield,2225.0,2.0,125.0,3.0
7329,Whitefield,4348.5,2.0,304.0,4.0
7332,Whitefield,2268.0,3.0,163.0,4.0
7335,Whitefield,2400.0,4.0,200.0,4.0
7337,Whitefield,1360.0,2.0,95.0,2.0
7339,Whitefield,1697.0,3.0,94.79,3.0
7340,Whitefield,5000.0,4.0,400.0,4.0
7341,Whitefield,3000.0,5.0,250.0,4.0
7342,Whitefield,1700.0,3.0,115.0,3.0
7345,Whitefield,2842.0,3.0,162.0,3.0
7349,Whitefield,1500.0,3.0,130.0,3.0
7350,Whitefield,1280.0,2.0,75.0,2.0
7352,Whitefield,1405.0,2.0,78.0,3.0
7353,Whitefield,2225.0,3.0,115.0,3.0
7354,Whitefield,1272.0,2.0,95.05,2.0
7357,Whitefield,1192.0,2.0,71.0,2.0
7361,Whitefield,1626.0,3.0,89.0,3.0
7362,Whitefield,1585.0,3.0,88.0,3.0
7363,Whitefield,665.0,2.0,28.585,1.0
7365,Whitefield,1280.0,2.0,85.0,2.0
7366,Whitefield,1200.0,3.0,68.5,3.0
7367,Whitefield,4000.0,4.0,330.0,4.0
7368,Whitefield,1697.0,3.0,108.0,3.0
7370,Whitefield,3606.0,4.0,312.0,4.0
7371,Whitefield,1485.0,2.0,90.0,2.0
7372,Whitefield,950.0,1.0,50.0,1.0
7373,Whitefield,3584.0,4.0,199.0,4.0
7374,Whitefield,825.0,1.0,45.0,1.0
7377,Whitefield,1635.0,2.0,85.0,3.0
7378,Whitefield,1216.0,2.0,79.0,2.0
7384,Whitefield,920.0,2.0,63.0,2.0
7386,Whitefield,1170.0,2.0,71.0,2.0
7387,Whitefield,1118.0,2.0,75.0,2.0
7388,Whitefield,1800.0,3.0,110.0,3.0
7389,Whitefield,1562.0,3.0,103.0,3.0
7392,Whitefield,2321.0,4.0,128.0,3.0
7393,Whitefield,1320.0,2.0,95.0,2.0
7396,Whitefield,3010.0,3.0,200.0,3.0
7397,Whitefield,1346.0,2.0,96.17,2.0
7398,Whitefield,3850.0,5.0,316.0,3.0
7402,Whitefield,2500.0,4.0,155.0,4.0
7403,Whitefield,905.0,1.0,55.0,1.0
7405,Whitefield,2268.0,3.0,146.0,4.0
7408,Whitefield,630.5,1.0,32.79,1.0
7409,Whitefield,3537.0,5.0,210.0,4.0
7411,Whitefield,1697.0,3.0,115.0,3.0
7415,Whitefield,3250.0,5.0,290.0,5.0
7419,Whitefield,1269.0,2.0,75.0,2.0
7420,Whitefield,3227.0,5.0,250.0,5.0
7421,Whitefield,1545.0,3.0,79.0,3.0
7424,Whitefield,3262.0,4.0,260.0,4.0
7426,Whitefield,1132.0,2.0,79.28,2.0
7429,Whitefield,2830.0,5.0,160.0,4.0
7431,Whitefield,1195.0,2.0,70.0,2.0
7432,Whitefield,3480.0,4.0,284.0,3.0
7435,Whitefield,709.0,1.0,34.385,1.0
7437,Whitefield,1320.0,2.0,79.5,2.0
7438,Whitefield,750.0,2.0,52.7,2.0
7439,Whitefield,1200.0,3.0,61.96,3.0
7444,Whitefield,2094.0,2.0,113.19,3.0
7446,Whitefield,3445.0,5.0,270.0,4.0
7447,Whitefield,1700.0,3.0,140.0,3.0
7448,Whitefield,4827.0,4.0,400.0,4.0
7449,Whitefield,1405.0,2.0,84.5,2.0
7451,Whitefield,3252.0,4.0,280.0,4.0
7453,Whitefield,1150.0,2.0,90.0,2.0
7454,Whitefield,2400.0,4.0,147.0,4.0
7456,Whitefield,624.0,1.0,35.0,1.0
7459,Whitefield,1700.0,3.0,95.0,3.0
7460,Whitefield,4960.0,4.0,400.0,4.0
7461,Whitefield,2928.0,4.0,198.0,4.0
7463,Whitefield,2700.0,5.0,175.0,3.0
7464,Whitefield,1216.0,2.0,84.0,2.0
7465,Whitefield,2882.0,5.0,204.0,4.0
7466,Whitefield,1840.0,3.0,140.0,3.0
7467,Whitefield,1778.0,3.0,122.0,3.0
7469,Whitefield,650.0,1.0,25.0,1.0
7470,Whitefield,2155.0,3.0,125.0,4.0
7471,Whitefield,905.0,1.0,52.0,1.0
7476,Whitefield,1216.0,2.0,75.0,2.0
7478,Whitefield,1255.0,2.0,77.0,2.0
7479,Whitefield,1216.0,2.0,73.0,2.0
7480,Whitefield,709.0,1.0,34.735,1.0
7484,Whitefield,1745.0,3.0,100.0,3.0
7485,Whitefield,3200.0,4.0,224.0,4.0
7487,Whitefield,825.0,1.0,44.9,1.0
7491,Whitefield,1870.0,3.0,138.0,3.0
7494,Whitefield,1862.0,3.0,125.0,3.0
7495,Whitefield,1655.0,3.0,113.0,3.0
7496,Whitefield,530.0,1.0,29.44,1.0
7498,Whitefield,905.0,1.0,50.0,1.0
7499,Whitefield,1600.0,3.0,82.0,3.0
7500,Whitefield,1230.0,4.0,80.0,4.0
7502,Whitefield,630.5,1.0,32.15,1.0
7503,Whitefield,905.0,1.0,52.0,1.0
7507,Whitefield,1216.0,2.0,83.0,2.0
7512,Whitefield,4075.0,5.0,226.0,4.0
7513,Whitefield,1216.0,2.0,75.0,2.0
7521,Whitefield,2856.0,5.0,158.5,4.0
7524,Whitefield,750.0,1.0,51.0,1.0
7527,Whitefield,1173.0,2.0,77.0,2.0
7528,Whitefield,1200.0,3.0,68.4,3.0
7532,Whitefield,3425.0,5.0,250.0,4.0
7537,Whitefield,2173.0,3.0,128.0,3.0
7539,Whitefield,905.0,1.0,62.0,1.0
7540,Whitefield,1870.0,3.0,138.0,3.0
7541,Whitefield,1320.0,2.0,99.26,2.0
7542,Whitefield,2901.0,4.0,190.0,3.0
7543,Whitefield,1485.0,2.0,96.51,2.0
7544,Whitefield,1755.0,3.0,101.0,3.0
7546,Whitefield,2225.0,3.0,149.0,3.0
7547,Whitefield,1250.0,2.0,82.0,2.0
7549,Whitefield,605.0,1.0,40.0,1.0
7552,Whitefield,2210.0,3.0,156.0,3.0
7553,Whitefield,1173.0,2.0,78.2,2.0
7554,Whitefield,1740.0,4.0,130.0,3.0
7555,Whitefield,1216.0,2.0,75.0,2.0
7557,Whitefield,1655.0,3.0,120.0,3.0
7558,Whitefield,4003.0,6.0,300.0,4.0
7560,Whitefield,1180.0,2.0,70.0,2.0
7562,Whitefield,2023.0,4.0,130.0,3.0
7563,Whitefield,2134.0,4.0,118.0,3.0
7566,Whitefield,905.0,1.0,60.0,1.0
7572,Whitefield,1452.0,3.0,90.0,3.0
7573,Whitefield,2850.0,5.0,240.0,4.0
7576,Whitefield,2830.0,5.0,190.0,4.0
7577,Whitefield,1295.0,2.0,78.5,2.0
7578,Whitefield,840.0,1.0,57.6,1.0
7579,Whitefield,640.0,1.0,19.83,1.0
7580,Whitefield,1991.0,3.0,104.0,3.0
7584,Whitefield,1655.0,3.0,97.0,3.0
7585,Whitefield,1850.0,3.0,150.0,3.0
7586,Whitefield,1200.0,3.0,67.77,3.0
7587,Whitefield,1290.0,2.0,90.0,2.0
7590,Whitefield,1216.0,2.0,75.0,2.0
7591,Whitefield,1356.0,2.0,94.84,2.0
7592,Whitefield,1338.0,2.0,103.0,2.0
7595,Whitefield,3450.0,4.0,208.0,3.0
7599,Whitefield,1267.0,2.0,90.33,2.0
7600,Whitefield,2400.0,4.0,143.0,4.0
7601,Whitefield,1836.0,3.0,125.0,3.0
7603,Whitefield,3596.0,3.0,200.0,3.0
7604,Whitefield,1275.0,2.0,65.0,3.0
7607,Whitefield,1216.0,2.0,82.0,2.0
7608,Whitefield,1495.0,3.0,88.0,2.0
7609,Whitefield,1564.0,3.0,103.0,3.0
7610,Whitefield,1585.0,3.0,84.0,3.0
7613,Whitefield,1558.0,3.0,90.0,3.0
7614,Whitefield,1216.0,2.0,75.0,2.0
7616,Whitefield,1704.0,3.0,120.0,3.0
7618,Whitefield,1256.0,2.0,73.0,2.0
7621,Whitefield,1300.0,2.0,78.0,2.0
7622,Whitefield,1570.0,3.0,88.0,3.0
7623,Whitefield,1216.0,2.0,84.03,2.0
7625,Whitefield,1216.0,2.0,72.5,2.0
7627,Whitefield,2025.0,4.0,115.0,3.0
7628,Whitefield,1346.0,2.0,100.0,3.0
7632,Whitefield,2990.0,3.0,198.0,4.0
7635,Whitefield,1720.0,3.0,98.97,3.0
7636,Whitefield,1600.0,3.0,95.0,3.0
7637,Whitefield,1655.0,3.0,108.0,3.0
7638,Whitefield,1740.0,3.0,95.0,3.0
7640,Whitefield,1350.0,2.0,88.0,2.0
7642,Whitefield,1216.0,2.0,80.0,2.0
7643,Whitefield,2900.0,4.0,225.0,4.0
7644,Whitefield,1340.0,2.0,101.0,2.0
7646,Whitefield,1500.0,3.0,78.57,3.0
7647,Whitefield,1626.0,3.0,85.0,3.0
7649,Whitefield,1100.0,2.0,65.0,2.0
7651,Whitefield,1270.0,2.0,65.0,3.0
7652,Whitefield,3117.0,3.0,261.0,3.0
7653,Whitefield,1216.0,2.0,73.0,2.0
7655,Whitefield,3150.0,3.0,290.0,3.0
7657,Whitefield,2956.0,5.0,234.0,4.0
7661,Whitefield,2247.0,3.0,145.0,3.0
7662,Whitefield,3940.0,5.0,265.0,4.0
7664,Whitefield,1160.0,2.0,67.0,2.0
7666,Whitefield,1180.0,2.0,77.0,2.0
7667,Whitefield,2140.0,3.0,139.0,3.0
7668,Whitefield,1314.0,2.0,84.0,2.0
7675,Whitefield,1431.0,3.0,85.0,3.0
7676,Whitefield,524.0,1.0,29.0,1.0
7677,Whitefield,2830.0,4.0,161.0,4.0
7678,Whitefield,2135.0,3.0,149.0,4.0
7680,Whitefield,3075.0,2.0,188.0,4.0
7681,Whitefield,1760.0,3.0,160.0,3.0
7682,Whitefield,1655.0,3.0,110.0,3.0
7683,Whitefield,840.0,1.0,57.0,1.0
7684,Whitefield,1725.0,3.0,106.0,3.0
7687,Whitefield,516.0,1.0,39.0,1.0
7689,Whitefield,6000.0,4.0,410.0,4.0
